Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   24700/105006      std::map<ns3::Ptr<ns3::Node>, unsigned long, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::operator[](ns3::Ptr<ns3::Node>&&) [255]
                0.00    0.00   67244/105006      std::map<ns3::Ptr<ns3::Node>, unsigned long, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::operator[](ns3::Ptr<ns3::Node> const&) [159]
[600]    0.0    0.00    0.00  105006         std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >::operator*() const [600]
                0.00    0.00  105006/156996      std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >::_M_valptr() [545]
-----------------------------------------------
                0.00    0.00    4225/103980      void std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node>&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*, std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node>&&>&&, std::tuple<>&&) [287]
                0.00    0.00   21770/103980      void std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node> const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*, std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node> const&>&&, std::tuple<>&&) [175]
                0.00    0.00   25995/103980      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*) [188]
                0.00    0.00   25995/103980      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_put_node(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*) [772]
                0.00    0.00   25995/103980      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_get_node() [771]
[601]    0.0    0.00    0.00  103980         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_get_Node_allocator() [601]
-----------------------------------------------
                0.00    0.00  101291/101291      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [604]
[602]    0.0    0.00    0.00  101291         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [602]
                0.00    0.00  101291/130906      __gnu_cxx::new_allocator<int>::_M_max_size() const [574]
-----------------------------------------------
                0.00    0.00   25995/101189      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*) [190]
                0.00    0.00   75194/101189      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*, std::_Rb_tree_node_base*, ns3::Ptr<ns3::Node> const&) [253]
[603]    0.0    0.00    0.00  101189         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_S_left(std::_Rb_tree_node_base*) [603]
-----------------------------------------------
                0.00    0.00  101163/101163      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [585]
[604]    0.0    0.00    0.00  101163         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [604]
                0.00    0.00  101291/101291      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [602]
-----------------------------------------------
                0.00    0.00  100431/100431      std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_valptr() const [608]
[605]    0.0    0.00    0.00  100431         __gnu_cxx::__aligned_membuf<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_ptr() const [605]
                0.00    0.00  100431/100431      __gnu_cxx::__aligned_membuf<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_addr() const [606]
-----------------------------------------------
                0.00    0.00  100431/100431      __gnu_cxx::__aligned_membuf<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_ptr() const [605]
[606]    0.0    0.00    0.00  100431         __gnu_cxx::__aligned_membuf<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_addr() const [606]
-----------------------------------------------
                0.00    0.00  100431/100431      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_S_key(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > const*) [609]
[607]    0.0    0.00    0.00  100431         std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::operator()(std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > const&) const [607]
-----------------------------------------------
                0.00    0.00  100431/100431      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_S_key(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > const*) [609]
[608]    0.0    0.00    0.00  100431         std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_valptr() const [608]
                0.00    0.00  100431/100431      __gnu_cxx::__aligned_membuf<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_ptr() const [605]
-----------------------------------------------
                0.00    0.00    3800/100431      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >*) [446]
                0.00    0.00    4354/100431      std::_Rb_tree_iterator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node> const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::piecewise_construct_t const&, std::tuple<ns3::Ptr<ns3::Node> const&>&&, std::tuple<>&&) [262]
                0.00    0.00   12173/100431      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_S_key(std::_Rb_tree_node_base const*) [956]
                0.00    0.00   80104/100431      std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >*, std::_Rb_tree_node_base*, ns3::Ptr<ns3::Node> const&) [327]
[609]    0.0    0.00    0.00  100431         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > >::_S_key(std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > > const*) [609]
                0.00    0.00  100431/100431      std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::_M_valptr() const [608]
                0.00    0.00  100431/100431      std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > >::operator()(std::pair<ns3::Ptr<ns3::Node> const, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > > const&) const [607]
-----------------------------------------------
                0.00    0.00    4484/99278       ns3::Ptr<ns3::Node>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, ns3::Ptr<ns3::Node>*>(__gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, __gnu_cxx::__normal_iterator<ns3::Ptr<ns3::Node> const*, std::vector<ns3::Ptr<ns3::Node>, std::allocator<ns3::Ptr<ns3::Node> > > >, ns3::Ptr<ns3::Node>*) [266]
                0.00    0.00   34108/99278       ns3::Ptr<ns3::Node>* std::__uninitialized_copy<false>::__uninit_copy<ns3::Ptr<ns3::Node> const*, ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node> const*, ns3::Ptr<ns3::Node> const*, ns3::Ptr<ns3::Node>*) [130]
                0.00    0.00   60686/99278       void std::_Destroy_aux<false>::__destroy<ns3::Ptr<ns3::Node>*>(ns3::Ptr<ns3::Node>*, ns3::Ptr<ns3::Node>*) [119]
[610]    0.0    0.00    0.00   99278         ns3::Ptr<ns3::Node>* std::__addressof<ns3::Ptr<ns3::Node> >(ns3::Ptr<ns3::Node>&) [610]
-----------------------------------------------
                0.00    0.00     520/96517       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_get_insert_unique_pos(ns3::Ptr<ns3::Node> const&) [1569]
                0.00    0.00   22690/96517       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >*) [359]
                0.00    0.00   25995/96517       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, ns3::Ptr<ns3::Node> const&) [337]
                0.00    0.00   47312/96517       std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::lower_bound(ns3::Ptr<ns3::Node> const&) [252]
[611]    0.0    0.00    0.00   96517         std::_Rb_tree<ns3::Ptr<ns3::Node>, std::pair<ns3::Ptr<ns3::Node> const, unsigned long>, std::_Select1st<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> >, std::less<ns3::Ptr<ns3::Node> >, std::allocator<std::pair<ns3::Ptr<ns3::Node> const, unsigned long> > >::_M_end() [611]
-----------------------------------------------
                0.00    0.00   93619/93619       std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_valptr() const [615]
[612]    0.0    0.00    0.00   93619         __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_ptr() const [612]
                0.00    0.00   93619/93619       __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_addr() const [613]
-----------------------------------------------
                0.00    0.00   93619/93619       __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_ptr() const [612]
[613]    0.0    0.00    0.00   93619         __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_addr() const [613]
-----------------------------------------------
                0.00    0.00   93619/93619       std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > const*) [616]
[614]    0.0    0.00    0.00   93619         std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::operator()(std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > const&) const [614]
-----------------------------------------------
                0.00    0.00   93619/93619       std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > const*) [616]
[615]    0.0    0.00    0.00   93619         std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_valptr() const [615]
                0.00    0.00   93619/93619       __gnu_cxx::__aligned_membuf<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_ptr() const [612]
-----------------------------------------------
                0.00    0.00      65/93619       std::_Rb_tree_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [497]
                0.00    0.00     130/93619       std::_Rb_tree_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&) [492]
                0.00    0.00     159/93619       std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >*) [1915]
                0.00    0.00     477/93619       std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_S_key(std::_Rb_tree_node_base const*) [1701]
                0.00    0.00   92788/93619       std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >*, std::_Rb_tree_node_base*, unsigned int const&) [923]
[616]    0.0    0.00    0.00   93619         std::_Rb_tree<unsigned int, std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > >, std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > >::_S_key(std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > > const*) [616]
                0.00    0.00   93619/93619       std::_Rb_tree_node<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::_M_valptr() const [615]
                0.00    0.00   93619/93619       std::_Select1st<std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > >::operator()(std::pair<unsigned int const, std::map<unsigned int, unsigned long, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned long> > > > const&) const [614]
-----------------------------------------------
                0.00    0.00   90338/90338       std::_Rb_tree_node<std::pair<std::pair<int, std::pair<int, int> > const, task1> >::_M_valptr() const [620]
[617]    0.0    0.00    0.00   90338         __gnu_cxx::__aligned_membuf<std::pair<std::pair<int, std::pair<int, int> > const, task1> >::_M_ptr() const [617]
                0.00    0.00   90338/90338       __gnu_cxx::__aligned_membuf<std::pair<std::pair<int, std::pair<int, int> > const, task1> >::_M_addr() const [618]
-----------------------------------------------
                0.00    0.00   90338/90338       __gnu_cxx::__aligned_membuf<std::pair<std::pair<int, std::pair<int, int> > const, task1> >::_M_ptr() const [617]
[618]    0.0    0.00    0.00   90338         __gnu_cxx::__aligned_membuf<std::pair<std::pair<int, std::pair<int, int> > const, task1> >::_M_addr() const [618]
-----------------------------------------------
